Date,Close/Last,Volume,Open,High,Low,,
2019-10-07,2938.79,--,2944.23,2959.75,2935.68,,
2019-10-04,2952.01,--,2918.56,2953.74,2918.56,,
2019-10-03,2910.63,--,2885.38,2911.13,2855.94,,
2019-10-02,2887.61,--,2924.78,2924.78,2874.93,,
2019-10-01,2940.25,--,2983.69,2992.53,2938.7,,
2019-09-30,2976.74,--,2967.07,2983.85,2967.07,,
2019-09-27,2961.79,--,2985.47,2987.31,2945.53,,
2019-09-26,2977.62,--,2985.73,2987.28,2963.71,,
2019-09-25,2984.87,--,2968.35,2989.82,2952.86,,
2019-09-24,2966.6,--,3002.43,3007.98,2957.73,,
2019-09-23,2991.78,--,2983.5,2999.15,2982.23,,
2019-09-20,2992.07,--,3008.42,3016.37,2984.68,,
2019-09-19,3006.79,--,3010.36,3021.99,3003.16,,
2019-09-18,3006.73,--,3001.5,3007.83,2978.57,,
2019-09-17,3005.7,--,2995.67,3006.21,2993.73,,
2019-09-16,2997.96,--,2996.41,3002.19,2990.67,,
2019-09-13,3007.39,--,3012.21,3017.33,3002.9,,
2019-09-12,3009.57,--,3009.08,3020.74,3000.92,,
2019-09-11,3000.93,--,2981.41,3000.93,2975.31,,
2019-09-10,2979.39,--,2971.01,2979.39,2957.01,,
2019-09-09,2978.43,--,2988.43,2989.43,2969.39,,
2019-09-06,2978.71,--,2980.33,2985.03,2972.51,,
2019-09-05,2976,--,2960.6,2985.86,2960.6,,
2019-09-04,2937.78,--,2924.67,2938.84,2921.86,,
2019-09-03,2906.27,--,2909.01,2914.39,2891.85,,
2019-08-30,2926.46,--,2937.09,2940.43,2913.32,,
2019-08-29,2924.58,--,2910.37,2930.5,2905.67,,
2019-08-28,2887.94,--,2861.28,2890.03,2853.05,,
2019-08-27,2869.16,--,2893.14,2898.79,2860.59,,
2019-08-26,2878.38,--,2866.7,2879.27,2856,,
