Date,Close/Last,Volume,Open,High,Low,,
2020-06-17,3113.49,--,3136.13,3141.16,3108.03,,
2020-06-16,3124.74,--,3131,3153.45,3076.06,,
2020-06-15,3066.59,--,2993.76,3079.76,2965.66,,
2020-06-12,3041.31,--,3071.04,3088.42,2984.47,,
2020-06-11,3002.1,--,3123.53,3123.53,2999.49,,
2020-06-10,3190.14,--,3213.42,3223.27,3181.49,,
2020-06-09,3207.18,--,3213.32,3222.71,3193.11,,
2020-06-08,3232.39,--,3199.92,3233.13,3196,,
2020-06-05,3193.93,--,3163.84,3211.72,3163.84,,
2020-06-04,3112.35,--,3111.56,3128.91,3090.41,,
2020-06-03,3122.87,--,3098.9,3130.94,3098.9,,
2020-06-02,3080.82,--,3064.78,3081.07,3051.64,,
2020-06-01,3055.73,--,3038.78,3062.18,3031.54,,
2020-05-29,3044.31,--,3025.17,3049.17,2998.61,,
2020-05-28,3029.73,--,3046.61,3068.67,3023.4,,
2020-05-27,3036.13,--,3015.65,3036.25,2969.75,,
2020-05-26,2991.77,--,3004.08,3021.72,2988.17,,
2020-05-22,2955.45,--,2948.05,2956.76,2933.59,,
2020-05-21,2948.51,--,2969.95,2978.5,2938.57,,
2020-05-20,2971.61,--,2953.63,2980.29,2953.63,,
2020-05-19,2922.94,--,2948.59,2964.21,2922.35,,
2020-05-18,2953.91,--,2913.86,2968.09,2913.86,,
2020-05-15,2863.7,--,2829.95,2865.01,2816.78,,
2020-05-14,2852.5,--,2794.54,2852.8,2766.64,,
2020-05-13,2820,--,2865.86,2874.14,2793.15,,
2020-05-12,2870.12,--,2939.5,2945.82,2869.59,,
2020-05-11,2930.32,--,2915.46,2944.25,2903.44,,
2020-05-08,2929.8,--,2908.83,2932.16,2902.88,,
2020-05-07,2881.19,--,2878.26,2901.92,2876.48,,
2020-05-06,2848.42,--,2883.14,2891.11,2847.65,,
2020-05-05,2868.44,--,2868.88,2898.23,2863.55,,
2020-05-04,2842.74,--,2815.01,2844.24,2797.85,,
2020-05-01,2830.71,--,2869.09,2869.09,2821.61,,
2020-04-30,2912.43,--,2930.91,2930.91,2892.47,,
2020-04-29,2939.51,--,2918.46,2954.86,2912.16,,
2020-04-28,2863.39,--,2909.96,2921.15,2860.71,,
2020-04-27,2878.48,--,2854.65,2887.72,2852.89,,
2020-04-24,2836.74,--,2812.64,2842.71,2791.76,,
2020-04-23,2797.8,--,2810.42,2844.9,2794.26,,
2020-04-22,2799.31,--,2787.89,2815.1,2775.95,,
2020-04-21,2736.56,--,2784.81,2785.54,2727.1,,
2020-04-20,2823.16,--,2845.62,2868.98,2820.43,,
2020-04-17,2874.56,--,2842.43,2879.22,2830.88,,
2020-04-16,2799.55,--,2799.34,2806.51,2764.32,,
2020-04-15,2783.36,--,2795.64,2801.88,2761.54,,
2020-04-14,2846.06,--,2805.1,2851.85,2805.1,,
2020-04-13,2761.63,--,2782.46,2782.46,2721.17,,
2020-04-09,2789.82,--,2776.99,2818.57,2762.36,,
2020-04-08,2749.98,--,2685,2760.75,2663.3,,
2020-04-07,2659.41,--,2738.65,2756.89,2657.67,,
2020-04-06,2663.68,--,2578.28,2676.85,2574.57,,
2020-04-03,2488.65,--,2514.92,2538.18,2459.96,,
2020-04-02,2526.9,--,2458.54,2533.22,2455.79,,
2020-04-01,2470.5,--,2498.08,2522.75,2447.49,,
2020-03-31,2584.59,--,2614.69,2641.39,2571.15,,
2020-03-30,2626.65,--,2558.98,2631.8,2545.28,,
2020-03-27,2541.47,--,2555.87,2615.91,2520.02,,
2020-03-26,2630.07,--,2501.29,2637.01,2500.72,,
2020-03-25,2475.56,--,2457.77,2571.42,2407.53,,
2020-03-24,2447.33,--,2344.44,2449.71,2344.44,,
2020-03-23,2237.4,--,2290.71,2300.73,2191.86,,
2020-03-20,2304.92,--,2431.94,2453.01,2295.56,,
2020-03-19,2409.39,--,2393.48,2466.97,2319.78,,
2020-03-18,2398.1,--,2436.5,2453.57,2280.52,,
2020-03-17,2529.19,--,2425.66,2553.93,2367.04,,
2020-03-16,2386.13,--,2508.59,2562.98,2380.94,,
2020-03-13,2711.02,--,2569.99,2711.33,2492.37,,
2020-03-12,2480.64,--,2630.86,2660.95,2478.86,,
2020-03-11,2741.38,--,2825.6,2825.6,2707.22,,
2020-03-10,2882.23,--,2813.48,2882.59,2734,,
2020-03-09,2746.56,--,2863.89,2863.89,2734.43,,
2020-03-06,2972.37,--,2954.2,2985.93,2901.54,,
2020-03-05,3023.94,--,3075.7,3083.04,2999.83,,
2020-03-04,3130.12,--,3045.75,3130.97,3034.38,,
2020-03-03,3003.37,--,3096.46,3136.72,2976.63,,
2020-03-02,3090.23,--,2974.28,3090.96,2945.19,,
2020-02-28,2954.22,--,2916.9,2959.72,2855.84,,
2020-02-27,2978.76,--,3062.54,3097.07,2977.39,,
2020-02-26,3116.39,--,3139.9,3182.51,3108.99,,
2020-02-25,3128.21,--,3238.94,3246.99,3118.77,,
2020-02-24,3225.89,--,3257.61,3259.81,3214.65,,
2020-02-21,3337.75,--,3360.5,3360.76,3328.45,,
2020-02-20,3373.23,--,3380.45,3389.15,3341.02,,
2020-02-19,3386.15,--,3380.39,3393.52,3378.83,,
2020-02-18,3370.29,--,3369.04,3375.01,3355.61,,
2020-02-14,3380.16,--,3378.08,3380.69,3366.15,,
2020-02-13,3373.94,--,3365.9,3385.09,3360.52,,
2020-02-12,3379.45,--,3370.5,3381.47,3369.72,,
2020-02-11,3357.75,--,3365.87,3375.63,3352.72,,
2020-02-10,3352.09,--,3318.28,3352.26,3317.77,,
2020-02-07,3327.71,--,3335.54,3341.42,3322.12,,
2020-02-06,3345.78,--,3344.92,3347.96,3334.39,,
2020-02-05,3334.69,--,3324.91,3337.58,3313.75,,
2020-02-04,3297.59,--,3280.61,3306.92,3280.61,,
2020-02-03,3248.92,--,3235.66,3268.44,3235.66,,
2020-01-31,3225.52,--,3282.33,3282.33,3214.68,,
2020-01-30,3283.66,--,3256.45,3285.91,3242.8,,
2020-01-29,3273.4,--,3289.46,3293.47,3271.89,,
2020-01-28,3276.24,--,3255.35,3285.78,3253.22,,
2020-01-27,3243.63,--,3247.16,3258.85,3234.5,,
2020-01-24,3295.47,--,3333.1,3333.18,3281.53,,
2020-01-23,3325.54,--,3315.77,3326.88,3301.87,,
2020-01-22,3321.75,--,3330.02,3337.77,3320.04,,
2020-01-21,3320.79,--,3321.03,3329.79,3316.61,,
2020-01-17,3329.62,--,3323.66,3329.88,3318.86,,
2020-01-16,3316.81,--,3302.97,3317.11,3302.82,,
2020-01-15,3289.29,--,3282.27,3298.66,3280.69,,
2020-01-14,3283.15,--,3285.35,3294.25,3277.19,,
2020-01-13,3288.13,--,3271.13,3288.13,3268.43,,
2020-01-10,3265.35,--,3281.81,3282.99,3260.86,,
2020-01-09,3274.7,--,3266.03,3275.58,3263.67,,
2020-01-08,3253.05,--,3238.59,3267.07,3236.67,,
2020-01-07,3237.18,--,3241.86,3244.91,3232.43,,
2020-01-06,3246.28,--,3217.55,3246.84,3214.64,,
2020-01-03,3234.85,--,3226.36,3246.15,3222.34,,
2020-01-02,3257.85,--,3244.67,3258.14,3235.53,,
2019-12-31,3230.78,--,3215.18,3231.72,3212.03,,
2019-12-30,3221.29,--,3240.09,3240.92,3216.57,,
2019-12-27,3240.02,--,3247.23,3247.93,3234.37,,
2019-12-26,3239.91,--,3227.2,3240.08,3227.2,,
2019-12-24,3223.38,--,3225.45,3226.43,3220.51,,
2019-12-23,3224.01,--,3226.05,3227.78,3222.3,,
2019-12-20,3221.22,--,3223.33,3225.65,3216.03,,
2019-12-19,3205.37,--,3192.32,3205.48,3192.32,,
2019-12-18,3191.14,--,3195.21,3198.48,3191.14,,
2019-12-17,3192.52,--,3195.4,3198.22,3191.03,,
2019-12-16,3191.45,--,3183.63,3197.71,3183.63,,
2019-12-13,3168.8,--,3166.65,3182.68,3156.51,,
2019-12-12,3168.57,--,3141.23,3176.28,3138.47,,
2019-12-11,3141.63,--,3135.75,3143.98,3133.21,,
2019-12-10,3132.52,--,3135.36,3142.12,3126.09,,
2019-12-09,3135.96,--,3141.86,3148.87,3135.46,,
2019-12-06,3145.91,--,3134.62,3150.6,3134.62,,
2019-12-05,3117.43,--,3119.21,3119.45,3103.76,,
2019-12-04,3112.76,--,3103.5,3119.38,3102.53,,
2019-12-03,3093.2,--,3087.41,3094.97,3070.33,,
2019-12-02,3113.87,--,3143.85,3144.31,3110.78,,
2019-11-29,3140.98,--,3147.18,3150.3,3139.34,,
2019-11-27,3153.63,--,3145.49,3154.26,3143.41,,
2019-11-26,3140.52,--,3134.85,3142.69,3131,,
2019-11-25,3133.64,--,3117.44,3133.83,3117.44,,
2019-11-22,3110.29,--,3111.41,3112.87,3099.26,,
2019-11-21,3103.54,--,3108.49,3110.11,3094.55,,
2019-11-20,3108.46,--,3114.66,3118.97,3091.41,,
2019-11-19,3120.18,--,3127.45,3127.64,3113.47,,
2019-11-18,3122.03,--,3117.91,3124.17,3112.06,,
2019-11-15,3120.46,--,3107.92,3120.46,3104.6,,
2019-11-14,3096.63,--,3090.75,3098.2,3083.26,,
2019-11-13,3094.04,--,3084.18,3098.06,3078.8,,
2019-11-12,3091.84,--,3089.28,3102.61,3084.73,,
2019-11-11,3087.01,--,3080.33,3088.33,3075.82,,
2019-11-08,3093.08,--,3081.25,3093.09,3073.58,,
2019-11-07,3085.18,--,3087.02,3097.77,3080.23,,
2019-11-06,3076.78,--,3075.1,3078.34,3065.89,,
2019-11-05,3074.62,--,3080.8,3083.95,3072.15,,
2019-11-04,3078.27,--,3078.96,3085.2,3074.87,,
2019-11-01,3066.91,--,3050.72,3066.95,3050.72,,
2019-10-31,3037.56,--,3046.9,3046.9,3023.19,,
2019-10-30,3046.77,--,3039.74,3050.1,3025.96,,
2019-10-29,3036.89,--,3035.39,3047.87,3034.81,,
2019-10-28,3039.42,--,3032.12,3044.08,3032.12,,
2019-10-25,3022.55,--,3003.32,3027.39,3001.94,,
2019-10-24,3010.29,--,3014.78,3016.07,3000.42,,
2019-10-23,3004.52,--,2994.01,3004.78,2991.21,,
2019-10-22,2995.99,--,3010.73,3014.57,2995.04,,
2019-10-21,3006.72,--,2996.48,3007.33,2995.35,,
2019-10-18,2986.2,--,2996.84,3000,2976.31,,
2019-10-17,2997.95,--,3000.77,3008.29,2991.79,,
2019-10-16,2989.69,--,2989.68,2997.54,2985.2,,
2019-10-15,2995.68,--,2973.61,3003.28,2973.61,,
2019-10-14,2966.15,--,2965.81,2972.84,2962.94,,
2019-10-11,2970.27,--,2963.07,2993.28,2963.07,,
2019-10-10,2938.13,--,2918.55,2948.46,2917.12,,
2019-10-09,2919.4,--,2911.1,2929.32,2907.41,,
2019-10-08,2893.06,--,2920.4,2925.47,2892.66,,
